commodity,value_bd
"Other Cranberries (Vaccinium Macrocarpon, Vaccinium Oxycoccos, Vaccinium Vitis-Idaea) , Edible , Prepared Or Preserved",20906.089
"Other Cream, Sweetened",2020717.401
"Other Cream, Unsweetened",1779255.8090000001
"Other Crustaceans,Prepared Or  Preserved",7595.001
"Other Cultivators, Weeders And The Like",14672.334
Other Cut Flowers,155683.93600000002
"Other Cuts Boneless Sheep Meat, Fresh Or Chilled",122481.508
Other Cuts With Bone In Of Fresh Or Chilled Bovine Animals,764797.756
Other Cuts With Bone In Of Frozen Bovine Animals,718856.154
"Other Cuts With Bone In Of Sheep, Fresh Or Chilled",1128447.162
"Other Cuts With Bone In Of Sheep, Frozen",4776189.857
"Other Cuttle Fish And Squid, Dried, Salted Or In Brine Or Smoked , Whether In Shell Or Not, Whether Or Not Cooked Before Or During The Smoking Process",74930.799
Other Cyclanes And Cyclenes,1451.77
Other Cyclic Aldehydes,482.07
Other Cyclic Amides,2639.8509999999997
Other Cyclic Hydrocarbons,45912.688
"Other Cylindrical Grinding Machines, Numerically Controlled",1002.891
Other Cylindrical Roller Bearings,548495.083
Other Denatured Ethyl Alcohol Under 80 Percent,845844.14
Other Dental Equipment,642076.1849999999
Other Dental Fittings,389860.253
Other Dental Preparations,44072.65
Other Dentifrices,40114.757
Other Deodorizing Preparations,858273.2609999999
Other Derivatives Containing Only Halogen Substituents,526198.131
Other Derivatives Of Hydrocarbons,216.38400000000001
Other Derricks And The Like Mounted On Road Vehicles,422074.536
Other Derricks And The Like Not Elsewhere Specified,11520.609999999999
"Other Diagnostic Or Laboratory Reagents On A Backing, Prepared Diagnostic Or Laboratory Reagents Whether Or Not On A Backing, Whether Or Not Put Up In The Form Of Kits :",764049.286
"Other Diagnostic Or Laboratory Reagents On A Backing, Prepared Diagnostic Or Laboratory Reagents Whether Or Not On A Backing, Whether Or Not Put Up In The Form Of Kits, Other Than Those Of Heading 30.06; Certified Reference Materials.",9859379.945
Other Diamond Unworked Or Simply Sawn Or Roughly Shaped,1306.2530000000002
Other Digital Automatic Data Processing Machines,1854531.9279999998
Other Digital Automatic Data Processing Presented In The Form Of Systems,1197385.486
Other Diols,4512.49
Other Discharge Lamps,303624.181
Other Dish Washers,314079.438
Other Disinfectants,936879.973
Other Domestic Appliances With Electric Motor,795350.6570000001
Other Doors And Their Frames,251060.294
Other Double Salts,18800.995000000003
Other Drafting Tables And Machines,10303.374
"Other Drawing, Marking-Out",11691.607
Other Drawn Or Blown Glass,5675.251
"Other Dried And Shelled,  Leguminous Vegetables",418353.81799999997
Other Dried Dates,361522.294
Other Dried Fruit,183809.367
Other Drill Pipe,902510.3459999999
Other Drilling Machines For Metal,77970.832
"Other Drinking Glasses, Not Of Glass-Ceramics",391342.06200000003
"Other Drinking Glasses, Other Than Of Glass Ceramics Of Lead Crystal",68561.478
Other Dry Cells Batteries,59067.129
Other Dry Cells Batteries Solver Oxide,4055.609
Other Dryers,179553.475
"Other Dryers , For Agricultural Products",217.206
"Other Dryers , For Wood, Paper Pulp, Paper Or Paperboard",478.25
Other Drying Machines With Capacity Over 10 Kg,70470.975
Other Duplicating Paper,20539.178
Other Duplicating Paper In Wide Rolls,25697.672
Other Durum Wheat,2807.282
Other Dust And Powder Of Precious Stones,98.0
"Other Edible Brassicas, Fresh Or Chilled",410694.64400000003
Other Edible Fish Offal,588.58
Other Edible Fruit Trees Or Bushes,54305.292
Other Edible Products Of Animal Origin,2397.94
Other Egg Albumin,19163.018
Other Egg Yolks,34957.2
Other Electric Cable Of A Cross-Section Not Exceeding 10 Mm,820259.8
Other Electric Cable Over 10 Mm Wide And Over 300 V Fitted With Connectors,195800.893
"Other Electric Conductors, For A Voltage Not Exceeding 1000 V",9214466.176
"Other Electric Conductors, For A Voltage Not Exceeding 80 V",516786.669
Other Electric Lamps And Lighting Fixtures,4067777.525
"Other Electric Luminaires And Lighting Fittings Photovoltaic, Designed For Use Solely With Light-Emitting Diode (Led) Light Sources",5712001.977000001
Other Electric Sound Or Visual Signalling Apparatus,434343.698
Other Electric Space And Soil Heating Apparatus,86296.10399999999
"Other Electric Table, Desk, Bed Or Floor Lamps",577208.975
Other Electric Wire Not Exceeding 10 Mm Cross-Section Fitted With Connectors,108737.938
Other Electrical And Electronic Waste And Scrap,7050.528
Other Electrical And Electronic Waste And Scrap Of A Kind Used Principally For The Recovery Of Precious Metal,461.43
Other Electrical Apparatus For Line Telephony Or Line Telegraphy,25195052.705000002
Other Electrical Checking Devices,313315.691
"Other Electrical Inductors For Energy Supply Of Automatic Data Processing Machines, There Units And Communication Apparatus",24705.123
Other Electrical Insulators,273776.409
Other Electrical Static Converters,5296059.865999999
"Other Electrical Static Converters For Automatic Data Processing Machines, There Units And Communication Apparatus",1288573.207
Other Electrically Heated Devices,263728.431
Other Electro-Diagnostic Apparatus,1767677.729
"Other Electro-Magnetic Articles, Including Parts",189959.442
Other Electro-Thermic Appliances,1286499.5389999999
Other Electrodes,27818340.48
Other Electronic Calculators With Printer,10874.827000000001
Other Electronic Calculators Without Printer,14856.415
Other Electronic Integrated Circuits,125174.338
Other Engineered Structural Timber Products,329.57399999999996
Other Engines And Motors,239907.081
Other Enriched Uranium,244.236
Other Enzymes,206149.50400000002
"Other Epoxides, Epoalcohols, Epophenols, Epoxyethers",23818.535
Other Equipment For Signalling Or Safety,363359.389
Other Equipment For Starting Engines,70445.917
Other Essential Oils,3497569.164
Other Esters Of Acetic Acid,24743.891
"Other Esters Of Inorganic Acids And Their Salts, And Their Halogenated, Sulphonated, Nitrated Or Introso Derivatives",9336273.785
Other Esters Of Orthophthalic Acid,21738.495000000003
Other Ether-Alcohols,146902.103
Other Ethylene Polymers,342244.911
Other Extracts,17192.617
Other Fabrics Of Silk Or Silk Waste,65450.514
"Other Fabrics, Containing 85 Percent Or More Silk",242452.253
Other Fans,2977371.986
"Other Fats And Oils And Their Fractions Of Animal Origin Boiled, Oxidised, Dehydrated, Sulphurised, Blown, Polymerised By Heat In Vacuum Or In Inert Gas Or Otherwise Chemically Modified",463.091
"Other Fats And Oils And Their Fractions Of Vegetable  Origin Boiled, Oxidised, Dehydrated, Sulphurised, Blown, Polymerised By Heat In Vacuum Or In Inert Gas Or Otherwise Chemically Modified",3370.9120000000003
Other Fats And Oils Derived,1438263.164
"Other Fats Of Bovine Animals, Sheep Or Goats",18073.355
Other Felt,24051.885
Other Felt Floor Coverings,132852.647
"Other Female Garments, Cotton, Not Knitted",257526.006
"Other Female Garments, Of Man-Made Fibers, Not Knitted",179239.335
"Other Female Garments, Of Other Textiles, Not Knitted",100754.304
"Other Female Garments, Rubberized, Etc.",220890.104
"Other Female Sportswear, Cotton, Not Knitted",237356.113
"Other Female Sportswear, Man-Made Fibers, Not Knitted",1247877.1369999999
"Other Female Sportswear, Other Textiles, Not Knitted",447764.256
Other Fentanyls And Their Derivatives,122.899
Other Fermented Beverages Like Cider And Mead,265602.407
Other Ferro Alloys,411614.474
Other Ferro-Chromium,299.0
Other Ferro-Silicon,22309.706
Other Ferrous Products,831596.153
Other Fertilizer Mixtures Not Specified Before,31876.943999999996
Other Fertilizers,44696.893
Other Fertilizers With Nitrogen And Phosphorus,3.63
"Other Festival, Carnival Or Entertainment Articles",277591.772
Other Fiberboard Of A Density Exceeding 0.5 G/Cm3,376409.24199999997
Other Fiberboard Over 0.8 G/Cm3,342957.305
Other Fiberglass Prefabricated Buildings,33901.345
Other Fibers Mixed Mainly With Polyester 85 Percent Or More By Weight Not For Retail Sale,2125.29
Other Filament Lamps,53488.237
"Other Filament Lamps, Not Over 200 W And 100 V",5848.905
"Other Fillets Of Carp
(Cyprinus Carpio, Carassius Carassius, Ctenopharyngodon Idellus,
Hypophthalmichthys Spp., Cirrhinus Spp., Mylopharyngodon Piceus),
Eels (Anguilla Spp.) And Snakeheads
(Channa Spp.)
  Frozen",9724.490000000002
"Other Fillets Of Carp
(Cyprinus Carpio, Carassius Carassius, Ctenopharyngodon Idellus,
Hypophthalmichthys Spp., Cirrhinus Spp., Mylopharyngodon Piceus),
Eels (Anguilla Spp.) And Snakeheads
(Channa Spp.)
 Fresh Or Chilled",7207.414999999999
"Other Fillets Of Fish Of The Families Bregmacerotidae, Euclichthyidae, Moridae And Muraenolepididae Frozen",6999.8099999999995
Other Fillets Of Fishs   Frozen,69320.564
"Other Fillets Of Fishs, Dried, Salted Or In Brine",1452.8809999999999
Other Film Of A Width Not Exceeding 16 Mm,91.535
Other Film Of A Width Not Exceeding 35 Mm And Of A Length Exceeding 30 M,155.5
Other Fine Animal Hair Not Carded Or Combed,450.68
Other Finishing Agents Of Amylaceous Substances,10078.9
Other Finishing Agents Used In The Textile Industry,283203.036
Other Fish Fillets  Fresh Or Chilled,18631.653
"Other Fish Meat,  (Whether Or Not Minced) Frozen",26675.968999999997
"Other Fish Of The Families Bregmacerotidae, Euclichthyidae, Moridae And Muraenolepididae Fresh Or Chilled",7715.272
"Other Fish, Fresh Or Chilled",218975.064
"Other Fish, Frozen",818303.49
Other Fishing Gear; Hunting Requisites,46950.964
"Other Fishs,  Dried, Wether Or Not Salted",13563.755
"Other Fishs, Salted Or In Brine",3919.9100000000003
"Other Fishs, Smoked",23019.906
Other Fittings Of Other Alloys,1519016.575
Other Fixed Capacitors,178992.291
Other Fixed Vegetable Oils,304188.636
Other Flagstones,515212.387
Other Flat Film,140.604
"Other Flat Fish ( Bothidae, Cynoglossidae, And Citharidae) Fresh Or Chilled",24008.082
"Other Flat Fishflat Fish ( Bothidae, Cynoglossidae, And Citharidae), Frozen",6811.11
"Other Flat Panel Display Modules, Whether Or Not Incorporating Touch-Sensitive Screens",11534.984
"Other Flat Panel Display Modules, Whether Or Not Incorporating Touch-Sensitive Screens S Of Liquid Crystals",50388.564
"Other Flat Panel Display Modules, Whether Or Not Incorporating Touch-Sensitive Screens Without Drivers Or Control Circuits",110.64
"Other Flat Plates And Film, Any Side Over 255Mm",186898.87
"Other Flat-Rolled Products Of Other Alloy Steel, Of A Width Of 600 Mm Or More",191660.397
"Other Flat-Rolled Products Of Other Alloy Steel,Of A Width Of 600 Mm Or More.",4622.0199999999995
"Other Flat-Rolled Products Of Other Alloy Steel,Of A Width Of Less Than 600 Mm.",6748.046
Other Flat-Surfaced Grinding Machines,6182.488
Other Flavored Waters,326490.534
Other Floating Docks And The Like,13695.04
Other Floating Instruments,161113.383
Other Floating Structures,785965.4739999999
"Other Floor Coverings Consisting Of Coating Or Covering Applied On A Textile Backing , Whether Or Not Cut To Shape",2774.304
Other Flour,144521.634
Other Flour And Meal Of Oil Seeds,4310.708
"Other Flour, Meal And Powder",119946.38500000001
Other Fluorides,14317.360999999999
"Other Fluorosilicates, Fluoroaluminates And Other Complex Fluorine Salts",844632.331
Other Fluro-Polymers,14074.493
Other Fluting Paper,606086.74
"Other Foliage, Branches And Other Parts Of Plants, Without Flower Or Flower Buds, And Grasses, Mosses And Lichens, Being Goods Of A Kind Suitable For Bouquets Or For Ornamental Purposes",109634.63
Other Food Preparations,6623385.569
"Other Food Preparations Of Meat, Meat Offal Or Blood",402973.086
Other Fooders For Animals,321951.833
Other Footwear,1480034.6730000002
Other Footwear Covering The Ankle With Outer Soles And Uppers Of Rubber Plastics,4256741.677
Other Footwear With Uppers Of Leather,43307.9
Other Footwear With Uppers Of Textile Materials,901304.556
"Other Footwear, Leather, With A Metal Toe-Cap",1100308.118
Other Forage Products,120026.37099999998
Other Forged Articles Of Iron Or Steel,1400663.4070000001
Other Fresh Bird'S Eggs In Shell,80071.473
Other Fresh Cut Flowers,872799.766
Other Fresh Or Chilled Salmonidae,239114.11000000002
Other Fresh Or Chilled Swine Meat,21924.165999999997
Other Friction Materials And Articles Not Containing Asbestos,23530.875000000004
Other Frozen Leguminous Vegetables,101876.227
Other Frozen Swine Meat,1093359.956
Other Frozen Vegetables,312751.082
Other Fructose And Fructose Syrup,55411.399
Other Fruit And Nut Pastes,631356.227
"Other Fruit And Nuts,  Provisionally Preserved , But Unsuitable In That State For Immediate Consumption",4786.08
"Other Fruit, Fresh",1130314.611
"Other Fruit, Frozen",217618.468
"Other Fruit, Nuts And Other Edible Parts Of Plants , Prepared Or Preserved",382526.666
Other Fule Oli,11724.58
Other Fungicides,20780.445
Other Fur Apparel,54898.351
Other Fur Articles,16121.038
Other Furnace Burners,134090.378
Other Furnaces And Ovens,29548.346
Other Furnaces And Ovens Electron Beam Furnaces,36707.01
"Other Furnishings, Not Knitted, Cotton",119063.56
"Other Furnishings, Not Knitted, Of Other Textiles",21093.122
"Other Furnishings, Not Knitted, Synthetic",33484.044
"Other Furniture Of  Cane, Osier Or Similar Materials",1735300.463
Other Furniture Of Bamboo,18793.207000000002
Other Furniture Of Rattan,34260.533
Other Gaments. Of The Type Described In Subheading 6202.11 To 6202.19,50282.11
Other Games,1116125.999
"Other Games, Coin- Or Disc-Operated",132514.82200000001
Other Garment Of Cotton,444052.73
Other Garment Of Man-Made Fibres,379920.771
Other Garment Of Other Textile Materials,227441.836
Other Garments Of Fabrics Of Heading 56.02 Or 56.03,287154.957
Other Gas Cooking Appliances,490987.08400000003
"Other Gas Turbines Of A Power Exceeding 5,000 Kw",2245.3
"Other Gas Turbines Of A Power Not Exceeding 5,000 Kw",1959983.74
Other Gas-Filtering Machinery,2181372.184
Other Gas-Operated Machinery And Apparatus,18411.624
"Other Gases, Gaseous State",7.62
Other Generating Sets,52545.045
Other Generators,350759.054
Other Glass Envelopes And Parts,460.86
Other Glass For Spectacles,9221.57
Other Glass Paving Blocks And The Like; Leaded Lights,70241.47
Other Glass Tubes,4539.553
Other Glass With A Linear Coefficient Under 5X10-6,23887.769
"Other Glasses, Not Of Glass-Ceramics",170698.32
Other Glassware Not Elsewhere Specified,541006.426
Other Glues,119560.082
Other Glues Of Animal Origin,104535.232
Other Glycosides And Derivatives,6671.129999999999
Other Goats,627923.7440000001
Other Goggles,115592.727
Other Golf Equipment,101412.895
"Other Grading And Similar Machinery, Not Self-Propelled",175737.85700000002
Other Grain Sorghum,62155.189
Other Granules And Stones,5107.612
Other Grape Juice (Including Grape Must),2704.544
"Other Grapefruit Juice, Of Brix Value Exceeding 20,  Containing Added Sugar Or Other Sweetening Matter.",9.0
"Other Grapefruit Juice, Of Brix Value Exceeding 20, Not Containing Added Sugar Or Other Sweetening Matter.",23407.777
Other Graphite Preparations,29755.043
Other Greasy Wool,255.02
Other Green Tea,141693.84399999998
Other Grill Or Netting Plated With Zinc,35902.311
"Other Grill Or Netting, Iron Or Steel",26582.436999999998
"Other Grill Or Netting, Plastic Coated",80088.89199999999
"Other Grinding Machines, Not Numerically Controlled",50689.962
"Other Grinding Machines, Numerically Controlled",12709.364000000001
Other Grments.Of The Type Described In Subheading 6201.11 To 6202.19,311419.257
Other Ground-Nut Oil,43010.894
"Other Ground-Nuts, Not Roasted Or Otherwise Cooked,  In Shell",173151.193
"Other Ground-Nuts, Not Roasted Or Otherwise Cooked,  Shelled Whether Or Not Broken",283481.20399999997
